"long","lat","group","order","state","county","pop","bin"
-98.4226913452148,33.455005645752,5,105,"texas","archer",8991,"< 1e4"
-101.61979675293,34.7498931884766,6,106,"texas","armstrong",2094,"< 1e4"
-101.61979675293,35.1853370666504,6,107,"texas","armstrong",2094,"< 1e4"
-101.081214904785,35.1796112060547,6,108,"texas","armstrong",2094,"< 1e4"
-101.086944580078,34.7498931884766,6,109,"texas","armstrong",2094,"< 1e4"
-101.493743896484,34.7441596984863,6,110,"texas","armstrong",2094,"< 1e4"
-101.61979675293,34.7498931884766,6,111,"texas","armstrong",2094,"< 1e4"
-98.399772644043,29.1177139282227,7,112,"texas","atascosa",43024,"< 1e5"
-98.1820526123047,28.8942623138428,7,113,"texas","atascosa",43024,"< 1e5"
-98.0903778076172,28.7853984832764,7,114,"texas","atascosa",43024,"< 1e5"
-98.3424758911133,28.6020526885986,7,115,"texas","atascosa",43024,"< 1e5"
-98.3424758911133,28.6593475341797,7,116,"texas","atascosa",43024,"< 1e5"
-98.6919784545898,28.6536197662354,7,117,"texas","atascosa",43024,"< 1e5"
-98.8180313110352,28.6478900909424,7,118,"texas","atascosa",43024,"< 1e5"
-98.8180313110352,29.0890693664551,7,119,"texas","atascosa",43024,"< 1e5"
-98.8180313110352,29.2552242279053,7,120,"texas","atascosa",43024,"< 1e5"
-98.399772644043,29.1177139282227,7,121,"texas","atascosa",43024,"< 1e5"
-96.5605773925781,29.9485054016113,8,122,"texas","austin",26121,"< 1e5"
-96.6121444702148,30.0516376495361,8,123,"texas","austin",26121,"< 1e5"
-96.594955444336,30.074556350708,8,124,"texas","austin",26121,"< 1e5"
-96.4975509643555,30.074556350708,8,125,"texas","austin",26121,"< 1e5"
-96.2798309326172,30.1032009124756,8,126,"texas","austin",26121,"< 1e5"
-96.1938858032227,30.074556350708,8,127,"texas","austin",26121,"< 1e5"
-96.1652374267578,30.0630950927734,8,128,"texas","austin",26121,"< 1e5"
-96.136589050293,30.0688247680664,8,129,"texas","austin",26121,"< 1e5"
-96.1079406738281,30.0459060668945,8,130,"texas","austin",26121,"< 1e5"
-96.0964813232422,30.0058002471924,8,131,"texas","austin",26121,"< 1e5"
-96.113670349121,29.9656925201416,8,132,"texas","austin",26121,"< 1e5"
-96.125129699707,29.9255867004395,8,133,"texas","austin",26121,"< 1e5"
-96.1022109985352,29.8740177154541,8,134,"texas","austin",26121,"< 1e5"
-96.119400024414,29.833911895752,8,135,"texas","austin",26121,"< 1e5"
-96.0850219726562,29.7995338439941,8,136,"texas","austin",26121,"< 1e5"
-96.0334548950195,29.7766151428223,8,137,"texas","austin",26121,"< 1e5"
-96.0334548950195,29.7307777404785,8,138,"texas","austin",26121,"< 1e5"
-96.0162658691406,29.6964015960693,8,139,"texas","austin",26121,"< 1e5"
-96.0563735961914,29.684944152832,8,140,"texas","austin",26121,"< 1e5"
-96.0277252197266,29.6505641937256,8,141,"texas","austin",26121,"< 1e5"
-96.0334548950195,29.6161880493164,8,142,"texas","austin",26121,"< 1e5"
-96.0678329467773,29.6047306060791,8,143,"texas","austin",26121,"< 1e5"
-96.0964813232422,29.5932693481445,8,144,"texas","austin",26121,"< 1e5"
-96.1881561279297,29.6333770751953,8,145,"texas","austin",26121,"< 1e5"
-96.216796875,29.6620254516602,8,146,"texas","austin",26121,"< 1e5"
-96.2569046020508,29.6792144775391,8,147,"texas","austin",26121,"< 1e5"
-96.3142013549805,29.7422389984131,8,148,"texas","austin",26121,"< 1e5"
-96.325668334961,29.7938041687012,8,149,"texas","austin",26121,"< 1e5"
-96.3657760620117,29.833911895752,8,150,"texas","austin",26121,"< 1e5"
-96.400146484375,29.816722869873,8,151,"texas","austin",26121,"< 1e5"
-96.5204696655273,29.8912086486816,8,152,"texas","austin",26121,"< 1e5"
-96.5605773925781,29.9485054016113,8,153,"texas","austin",26121,"< 1e5"
-102.616744995117,34.3029823303223,9,154,"texas","bailey",6475,"< 1e4"
-102.61100769043,33.8274269104004,9,155,"texas","bailey",6475,"< 1e4"
-103.057914733887,33.8217010498047,9,156,"texas","bailey",6475,"< 1e4"
-103.052185058594,34.2972526550293,9,157,"texas","bailey",6475,"< 1e4"
-102.616744995117,34.3029823303223,9,158,"texas","bailey",6475,"< 1e4"
-99.4081802368164,29.6161880493164,10,159,"texas","bandera",19704,"< 1e5"
-99.6087112426758,29.6161880493164,10,160,"texas","bandera",19704,"< 1e5"
-99.6029815673828,29.8740177154541,10,161,"texas","bandera",19704,"< 1e5"
-99.1675338745117,29.8797492980957,10,162,"texas","bandera",19704,"< 1e5"
-98.9097061157227,29.765157699585,10,163,"texas","bandera",19704,"< 1e5"
-98.7836532592773,29.7078590393066,10,164,"texas","bandera",19704,"< 1e5"
-98.8180313110352,29.6734828948975,10,165,"texas","bandera",19704,"< 1e5"
-98.852409362793,29.6505641937256,10,166,"texas","bandera",19704,"< 1e5"
-98.9268951416016,29.5588932037354,10,167,"texas","bandera",19704,"< 1e5"
-98.9555435180664,29.5588932037354,10,168,"texas","bandera",19704,"< 1e5"
-98.9612731933594,29.5474319458008,10,169,"texas","bandera",19704,"< 1e5"
-98.9784545898438,29.5646209716797,10,170,"texas","bandera",19704,"< 1e5"
-98.9727249145508,29.621919631958,10,171,"texas","bandera",19704,"< 1e5"
-99.282127380371,29.621919631958,10,172,"texas","bandera",19704,"< 1e5"
-99.4081802368164,29.6161880493164,10,173,"texas","bandera",19704,"< 1e5"
-97.6434707641602,30.0688247680664,11,174,"texas","bastrop",70396,"< 1e5"
-97.500228881836,30.2063331604004,11,175,"texas","bastrop",70396,"< 1e5"
-97.4429321289062,30.3151969909668,11,176,"texas","bastrop",70396,"< 1e5"
-97.3684463500977,30.4011421203613,11,177,"texas","bastrop",70396,"< 1e5"
-97.2538528442383,30.3438453674316,11,178,"texas","bastrop",70396,"< 1e5"
-97.0876998901367,30.2407131195068,11,179,"texas","bastrop",70396,"< 1e5"
-97.0590515136719,30.1490383148193,11,180,"texas","bastrop",70396,"< 1e5"
-97.030403137207,30.0630950927734,11,181,"texas","bastrop",70396,"< 1e5"
-97.3168869018555,29.7880764007568,11,182,"texas","bastrop",70396,"< 1e5"
-97.6434707641602,30.0688247680664,11,183,"texas","bastrop",70396,"< 1e5"
-99.4769287109375,33.8274269104004,12,184,"texas","baylor",3822,"< 1e4"
-98.9440841674805,33.8331565856934,12,185,"texas","baylor",3822,"< 1e4"
-98.9498138427734,33.3862533569336,12,186,"texas","baylor",3822,"< 1e4"
-99.4711990356445,33.3862533569336,12,187,"texas","baylor",3822,"< 1e4"
-99.4769287109375,33.7529449462891,12,188,"texas","baylor",3822,"< 1e4"
-99.4769287109375,33.8274269104004,12,189,"texas","baylor",3822,"< 1e4"
-97.3741760253906,28.395788192749,13,190,"texas","bee",32494,"< 1e5"
-97.5345993041992,28.1780643463135,13,191,"texas","bee",32494,"< 1e5"
-97.5689849853516,28.1436862945557,13,192,"texas","bee",32494,"< 1e5"
-97.689308166504,28.1608753204346,13,193,"texas","bee",32494,"< 1e5"
-97.8210830688477,28.1723346710205,13,194,"texas","bee",32494,"< 1e5"
-97.9757843017578,28.4645442962646,13,195,"texas","bee",32494,"< 1e5"
-98.0846481323242,28.6650772094727,13,196,"texas","bee",32494,"< 1e5"
-97.9929733276367,28.6879959106445,13,197,"texas","bee",32494,"< 1e5"
-97.9127578735352,28.7281036376953,13,198,"texas","bee",32494,"< 1e5"
-97.8268127441406,28.6708087921143,13,199,"texas","bee",32494,"< 1e5"
-97.7752532958984,28.6708087921143,13,200,"texas","bee",32494,"< 1e5"
-97.746597290039,28.6708087921143,13,201,"texas","bee",32494,"< 1e5"
-97.7236862182617,28.6020526885986,13,202,"texas","bee",32494,"< 1e5"
-97.689308166504,28.5447578430176,13,203,"texas","bee",32494,"< 1e5"
-97.580436706543,28.5332984924316,13,204,"texas","bee",32494,"< 1e5"
-97.5517959594727,28.470272064209,13,205,"texas","bee",32494,"< 1e5"
-97.483039855957,28.4187068939209,13,206,"texas","bee",32494,"< 1e5"
-97.4257431030273,28.4244365692139,13,207,"texas","bee",32494,"< 1e5"
-97.3741760253906,28.395788192749,13,208,"texas","bee",32494,"< 1e5"
-97.9127578735352,31.0313930511475,14,209,"texas","bell",265694,"< 1e6"
-97.9127578735352,31.0657730102539,14,210,"texas","bell",265694,"< 1e6"
-97.4200134277344,31.3236026763916,14,211,"texas","bell",265694,"< 1e6"
-97.3512573242188,31.2491188049316,14,212,"texas","bell",265694,"< 1e6"
-97.2767791748047,31.2834949493408,14,213,"texas","bell",265694,"< 1e6"
-97.0762405395508,30.979829788208,14,214,"texas","bell",265694,"< 1e6"
-97.1679077148438,30.9454498291016,14,215,"texas","bell",265694,"< 1e6"
-97.2710494995117,30.8938846588135,14,216,"texas","bell",265694,"< 1e6"
-97.299690246582,30.8079414367676,14,217,"texas","bell",265694,"< 1e6"
-97.311149597168,30.7563762664795,14,218,"texas","bell",265694,"< 1e6"
-97.4028244018555,30.7907524108887,14,219,"texas","bell",265694,"< 1e6"
-97.6377410888672,30.8766975402832,14,220,"texas","bell",265694,"< 1e6"
-97.746597290039,30.8881549835205,14,221,"texas","bell",265694,"< 1e6"
-97.8325424194336,30.8996162414551,14,222,"texas","bell",265694,"< 1e6"
-97.9127578735352,31.0313930511475,14,223,"texas","bell",265694,"< 1e6"
-98.7836532592773,29.7078590393066,15,224,"texas","bexar",1555192,"< 1e7"
-98.6346893310547,29.7536964416504,15,225,"texas","bexar",1555192,"< 1e7"
-98.5430145263672,29.765157699585,15,226,"texas","bexar",1555192,"< 1e7"
-98.4570693969727,29.7365093231201,15,227,"texas","bexar",1555192,"< 1e7"
-98.4284210205078,29.7536964416504,15,228,"texas","bexar",1555192,"< 1e7"
-98.405502319336,29.7365093231201,15,229,"texas","bexar",1555192,"< 1e7"
-98.3482055664062,29.7365093231201,15,230,"texas","bexar",1555192,"< 1e7"
-98.382583618164,29.7078590393066,15,231,"texas","bexar",1555192,"< 1e7"
-98.39404296875,29.6792144775391,15,232,"texas","bexar",1555192,"< 1e7"
-98.3653945922852,29.6620254516602,15,233,"texas","bexar",1555192,"< 1e7"
-98.3539352416992,29.6333770751953,15,234,"texas","bexar",1555192,"< 1e7"
-98.3252868652344,29.6161880493164,15,235,"texas","bexar",1555192,"< 1e7"
-98.3080978393555,29.5932693481445,15,236,"texas","bexar",1555192,"< 1e7"
-98.2794494628906,29.5531635284424,15,237,"texas","bexar",1555192,"< 1e7"
-98.2393417358398,29.5474319458008,15,238,"texas","bexar",1555192,"< 1e7"
-98.193504333496,29.4786796569824,15,239,"texas","bexar",1555192,"< 1e7"
-98.1820526123047,29.5015983581543,15,240,"texas","bexar",1555192,"< 1e7"
-98.1705856323242,29.4786796569824,15,241,"texas","bexar",1555192,"< 1e7"
-98.136215209961,29.4786796569824,15,242,"texas","bexar",1555192,"< 1e7"
-98.1247482299805,29.4672183990479,15,243,"texas","bexar",1555192,"< 1e7"
-98.1476745605469,29.4213809967041,15,244,"texas","bexar",1555192,"< 1e7"
-98.399772644043,29.1177139282227,15,245,"texas","bexar",1555192,"< 1e7"
-98.8180313110352,29.2552242279053,15,246,"texas","bexar",1555192,"< 1e7"
-98.8180313110352,29.6734828948975,15,247,"texas","bexar",1555192,"< 1e7"
-98.7836532592773,29.7078590393066,15,248,"texas","bexar",1555192,"< 1e7"
-98.1018371582031,30.4183292388916,16,249,"texas","blanco",9035,"< 1e4"
-98.1476745605469,30.3381156921387,16,250,"texas","blanco",9035,"< 1e4"
-98.2966384887695,30.0459060668945,16,251,"texas","blanco",9035,"< 1e4"
-98.4226913452148,29.9370441436768,16,252,"texas","blanco",9035,"< 1e4"
-98.588851928711,30.1089324951172,16,253,"texas","blanco",9035,"< 1e4"
-98.594581604004,30.4985427856445,16,254,"texas","blanco",9035,"< 1e4"
-98.3653945922852,30.5042743682861,16,255,"texas","blanco",9035,"< 1e4"
-98.1018371582031,30.4183292388916,16,256,"texas","blanco",9035,"< 1e4"
-101.700004577637,32.9565353393555,17,257,"texas","borden",627,"< 1000"
-101.539581298828,32.9622611999512,17,258,"texas","borden",627,"< 1000"
-101.178619384766,32.9450721740723,17,259,"texas","borden",627,"< 1000"
-101.184349060059,32.5210838317871,17,260,"texas","borden",627,"< 1000"
-101.700004577637,32.5210838317871,17,261,"texas","borden",627,"< 1000"
-101.700004577637,32.9565353393555,17,262,"texas","borden",627,"< 1000"
-97.477310180664,32.1830368041992,18,263,"texas","bosque",17872,"< 1e5"
-97.471580505371,32.1773109436035,18,264,"texas","bosque",17872,"< 1e5"
-97.500228881836,32.1429328918457,18,265,"texas","bosque",17872,"< 1e5"
-97.471580505371,32.091365814209,18,266,"texas","bosque",17872,"< 1e5"
-97.48876953125,32.0512619018555,18,267,"texas","bosque",17872,"< 1e5"
-97.477310180664,32.0168800354004,18,268,"texas","bosque",17872,"< 1e5"
-97.4429321289062,32.0340690612793,18,269,"texas","bosque",17872,"< 1e5"
-97.3913650512695,31.9825038909912,18,270,"texas","bosque",17872,"< 1e5"
-97.4200134277344,31.9423980712891,18,271,"texas","bosque",17872,"< 1e5"
-97.4085540771484,31.9252090454102,18,272,"texas","bosque",17872,"< 1e5"
-97.3627243041992,31.9022903442383,18,273,"texas","bosque",17872,"< 1e5"
-97.3741760253906,31.8793716430664,18,274,"texas","bosque",17872,"< 1e5"
-97.2825088500977,31.8449954986572,18,275,"texas","bosque",17872,"< 1e5"
-97.3226165771484,31.7876968383789,18,276,"texas","bosque",17872,"< 1e5"
-97.3168869018555,31.7647819519043,18,277,"texas","bosque",17872,"< 1e5"
-97.288230895996,31.7475910186768,18,278,"texas","bosque",17872,"< 1e5"
-97.5976333618164,31.5928936004639,18,279,"texas","bosque",17872,"< 1e5"
-97.6950378417969,31.7189445495605,18,280,"texas","bosque",17872,"< 1e5"
-97.7752532958984,31.6731071472168,18,281,"texas","bosque",17872,"< 1e5"
-98.0101623535156,32.0168800354004,18,282,"texas","bosque",17872,"< 1e5"
-97.8611907958984,32.091365814209,18,283,"texas","bosque",17872,"< 1e5"
-97.6148147583008,32.2174186706543,18,284,"texas","bosque",17872,"< 1e5"
-97.5919036865234,32.1944999694824,18,285,"texas","bosque",17872,"< 1e5"
-97.5575256347656,32.1543922424316,18,286,"texas","bosque",17872,"< 1e5"
-97.5174179077148,32.1543922424316,18,287,"texas","bosque",17872,"< 1e5"
-97.505958557129,32.1830368041992,18,288,"texas","bosque",17872,"< 1e5"
-97.477310180664,32.1830368041992,18,289,"texas","bosque",17872,"< 1e5"
-94.7500305175781,33.7472152709961,19,290,"texas","bowie",91171,"< 1e5"
-94.7328414916992,33.7300262451172,19,291,"texas","bowie",91171,"< 1e5"
-94.7156524658203,33.7357559204102,19,292,"texas","bowie",91171,"< 1e5"
-94.6984634399414,33.7185668945312,19,293,"texas","bowie",91171,"< 1e5"
-94.6812744140625,33.7300262451172,19,294,"texas","bowie",91171,"< 1e5"
-94.6640853881836,33.7242965698242,19,295,"texas","bowie",91171,"< 1e5"
-94.6640853881836,33.6956481933594,19,296,"texas","bowie",91171,"< 1e5"
-94.6469039916992,33.6956481933594,19,297,"texas","bowie",91171,"< 1e5"
-94.6239776611328,33.7071075439453,19,298,"texas","bowie",91171,"< 1e5"
-94.578140258789,33.6899185180664,19,299,"texas","bowie",91171,"< 1e5"
-94.5494995117188,33.6612701416016,19,300,"texas","bowie",91171,"< 1e5"
-94.4979248046875,33.6669998168945,19,301,"texas","bowie",91171,"< 1e5"
-94.4807434082031,33.6555404663086,19,302,"texas","bowie",91171,"< 1e5"
-94.4750137329102,33.6326217651367,19,303,"texas","bowie",91171,"< 1e5"
-94.4635543823242,33.6154365539551,19,304,"texas","bowie",91171,"< 1e5"
-94.4520874023438,33.5982437133789,19,305,"texas","bowie",91171,"< 1e5"
-94.4234466552734,33.5982437133789,19,306,"texas","bowie",91171,"< 1e5"
-94.40625,33.5753288269043,19,307,"texas","bowie",91171,"< 1e5"
-94.4005279541016,33.5695991516113,19,308,"texas","bowie",91171,"< 1e5"
-94.3661499023438,33.5753288269043,19,309,"texas","bowie",91171,"< 1e5"
-94.308853149414,33.5695991516113,19,310,"texas","bowie",91171,"< 1e5"
-94.2973937988281,33.5753288269043,19,311,"texas","bowie",91171,"< 1e5"
-94.2802047729492,33.586784362793,19,312,"texas","bowie",91171,"< 1e5"
-94.2630157470703,33.586784362793,19,313,"texas","bowie",91171,"< 1e5"
-94.2400970458984,33.5753288269043,19,314,"texas","bowie",91171,"< 1e5"
-94.2286376953125,33.5982437133789,19,315,"texas","bowie",91171,"< 1e5"
-94.2229080200195,33.6097030639648,19,316,"texas","bowie",91171,"< 1e5"
-94.2057189941406,33.6154365539551,19,317,"texas","bowie",91171,"< 1e5"
-94.1885375976562,33.6097030639648,19,318,"texas","bowie",91171,"< 1e5"
-94.1541595458984,33.586784362793,19,319,"texas","bowie",91171,"< 1e5"
-94.1484298706055,33.586784362793,19,320,"texas","bowie",91171,"< 1e5"
-94.119773864746,33.5925178527832,19,321,"texas","bowie",91171,"< 1e5"
-94.0911254882812,33.5982437133789,19,322,"texas","bowie",91171,"< 1e5"
-94.0796661376953,33.586784362793,19,323,"texas","bowie",91171,"< 1e5"
-94.056755065918,33.5753288269043,19,324,"texas","bowie",91171,"< 1e5"
-94.051025390625,33.3003082275391,19,325,"texas","bowie",91171,"< 1e5"
-94.1083221435547,33.3289566040039,19,326,"texas","bowie",91171,"< 1e5"
-94.1427001953125,33.3232269287109,19,327,"texas","bowie",91171,"< 1e5"
-94.1885375976562,33.3346824645996,19,328,"texas","bowie",91171,"< 1e5"
-94.2515563964844,33.3003082275391,19,329,"texas","bowie",91171,"< 1e5"
-94.2458267211914,33.2773895263672,19,330,"texas","bowie",91171,"< 1e5"
-94.2973937988281,33.2831192016602,19,331,"texas","bowie",91171,"< 1e5"
-94.4005279541016,33.2888450622559,19,332,"texas","bowie",91171,"< 1e5"
-94.4406356811523,33.317497253418,19,333,"texas","bowie",91171,"< 1e5"
-94.6010665893555,33.2831192016602,19,334,"texas","bowie",91171,"< 1e5"
-94.6469039916992,33.2773895263672,19,335,"texas","bowie",91171,"< 1e5"
-94.6640853881836,33.306037902832,19,336,"texas","bowie",91171,"< 1e5"
-94.7041931152344,33.3404159545898,19,337,"texas","bowie",91171,"< 1e5"
-94.7385711669922,33.3404159545898,19,338,"texas","bowie",91171,"< 1e5"
-94.7500305175781,33.3576011657715,19,339,"texas","bowie",91171,"< 1e5"
-94.7500305175781,33.7472152709961,19,340,"texas","bowie",91171,"< 1e5"
-95.4318466186523,29.5932693481445,20,341,"texas","brazoria",284243,"< 1e6"
-95.3860168457031,29.6047306060791,20,342,"texas","brazoria",284243,"< 1e6"
-95.3401794433594,29.6161880493164,20,343,"texas","brazoria",284243,"< 1e6"
-95.2771530151367,29.6161880493164,20,344,"texas","brazoria",284243,"< 1e6"
-95.2542343139648,29.5760822296143,20,345,"texas","brazoria",284243,"< 1e6"
-95.219856262207,29.5703506469727,20,346,"texas","brazoria",284243,"< 1e6"
-95.231315612793,29.5359745025635,20,347,"texas","brazoria",284243,"< 1e6"
-95.237045288086,29.4786796569824,20,348,"texas","brazoria",284243,"< 1e6"
-95.1568298339844,29.3468990325928,20,349,"texas","brazoria",284243,"< 1e6"
-95.0766143798828,29.2265777587891,20,350,"texas","brazoria",284243,"< 1e6"
-95.1224517822266,29.2151165008545,20,351,"texas","brazoria",284243,"< 1e6"
-95.1396484375,29.2208461761475,20,352,"texas","brazoria",284243,"< 1e6"
